Date acquired,Date sold,Symbol,Quantity,Cost basis,Gross proceeds,Gross PnL,Fees,Net PnL,Currency
2021-08-12,2024-03-08,ETH,0.00298044,9.36,11.59,2.23,0.25,1.98,USD
2021-08-12,2024-03-08,ETH,0.00328549,9.85,12.77,2.92,0.28,2.64,USD
2021-08-13,2024-03-08,ETH,0.00291044,9.36,11.31,1.95,0.25,1.7,USD
2021-08-14,2024-03-08,ETH,0.00282319,9.36,10.97,1.61,0.25,1.36,USD
2021-08-15,2024-03-08,ETH,0.00291013,9.36,11.31,1.95,0.25,1.7,USD
2021-08-16,2024-03-08,ETH,0.00284902,9.36,11.07,1.71,0.25,1.46,USD
2021-08-17,2024-03-08,ETH,0.00295244,9.36,11.48,2.12,0.25,1.87,USD
2021-08-18,2024-03-08,ETH,0.00304694,9.36,11.84,2.48,0.26,2.22,USD
2021-08-19,2024-03-08,ETH,0.0031205,9.36,12.13,2.77,0.26,2.51,USD
2021-08-20,2024-03-08,ETH,0.00040188,1.32,1.58,0.26,0.04,0.22,USD
2021-08-20,2024-03-27,ETH,0.0024993,8.06,8.66,0.6,0.21,0.39,USD
2021-08-21,2024-03-27,ETH,0.00284581,9.36,9.86,0.5,0.24,0.26,USD
2021-08-22,2024-03-27,ETH,0.00286444,9.36,9.92,0.56,0.24,0.32,USD
2021-08-23,2024-03-27,ETH,0.00280972,9.36,9.73,0.37,0.24,0.13,USD
2021-08-24,2024-03-27,ETH,0.00278874,9.36,9.66,0.3,0.24,0.06,USD
2021-08-24,2024-03-27,ETH,0.00604546,19.69,20.94,1.25,0.51,0.74,USD
2021-08-24,2024-03-27,ETH,0.00612457,19.69,21.22,1.53,0.51,1.02,USD
2021-08-25,2024-03-27,ETH,0.00291802,9.36,10.11,0.75,0.24,0.51,USD
2021-08-25,2024-03-27,ETH,0.00624489,19.69,21.63,1.94,0.52,1.42,USD
2021-08-26,2024-03-27,ETH,0.0030346,9.36,10.51,1.15,0.24,0.91,USD
2021-08-26,2024-03-27,ETH,0.00632739,19.69,21.92,2.23,0.52,1.71,USD
2021-08-27,2024-03-27,ETH,0.00302131,9.36,10.47,1.11,0.24,0.87,USD
2021-08-28,2024-03-27,ETH,0.00288654,9.36,10,0.64,0.24,0.4,USD
2021-08-29,2024-03-27,ETH,0.00292107,9.36,10.12,0.76,0.24,0.52,USD
2021-08-30,2024-03-27,ETH,0.00294661,9.36,10.21,0.85,0.24,0.61,USD
2021-08-31,2024-03-27,ETH,0.00287003,9.36,9.94,0.58,0.24,0.34,USD
2021-09-01,2024-03-27,ETH,0.00265338,9.36,9.19,-0.17,0.23,-0.4,USD
2021-09-02,2024-03-27,ETH,0.0024893,9.36,8.62,-0.74,0.23,-0.97,USD
2021-09-03,2024-03-27,ETH,0.00246878,9.36,8.55,-0.81,0.23,-1.04,USD
2021-09-04,2024-03-27,ETH,0.00238662,9.36,8.27,-1.09,0.22,-1.31,USD
2021-09-05,2024-03-27,ETH,0.00240609,9.36,8.34,-1.02,0.22,-1.24,USD
2021-09-06,2024-03-27,ETH,0.00237721,9.36,8.24,-1.12,0.22,-1.34,USD
2021-09-07,2024-03-27,ETH,0.00240677,9.36,8.34,-1.02,0.22,-1.24,USD
2021-09-07,2024-03-27,ETH,0.00260047,9.85,9.01,-0.84,0.24,-1.08,USD
2021-09-07,2024-03-27,ETH,0.00264567,9.85,9.17,-0.68,0.24,-0.92,USD
2021-09-07,2024-03-27,ETH,0.00571177,19.7,19.79,0.09,0.49,-0.4,USD
2021-09-08,2024-03-27,ETH,0.00280945,9.36,9.73,0.37,0.24,0.13,USD
2021-09-08,2024-03-27,ETH,0.00434564,14.78,15.05,0.27,0.37,-0.1,USD
2021-09-09,2024-03-27,ETH,0.00269928,9.36,9.35,-0.01,0.23,-0.24,USD
2021-09-10,2024-03-27,ETH,0.00274321,9.36,9.5,0.14,0.24,-0.1,USD
2021-09-10,2024-03-27,ETH,0.0044829,14.78,15.53,0.75,0.38,0.37,USD
2021-09-10,2024-03-27,ETH,0.00466855,14.78,16.17,1.39,0.38,1.01,USD
2021-09-11,2024-03-27,ETH,0.00287647,9.36,9.96,0.6,0.24,0.36,USD
2021-09-12,2024-03-27,ETH,0.00283146,9.36,9.81,0.45,0.24,0.21,USD
2021-09-13,2024-03-27,ETH,0.0028936,9.36,10.02,0.66,0.24,0.42,USD
2021-09-14,2024-03-27,ETH,0.00282373,9.36,9.78,0.42,0.24,0.18,USD
2021-09-15,2024-03-27,ETH,0.00275797,9.36,9.55,0.19,0.24,-0.05,USD
2021-09-16,2024-03-27,ETH,0.00257174,9.36,8.91,-0.45,0.23,-0.68,USD
2021-09-17,2024-03-27,ETH,0.00262961,9.36,9.11,-0.25,0.23,-0.48,USD
2021-09-18,2024-03-27,ETH,0.00267227,9.36,9.26,-0.1,0.23,-0.33,USD
2021-09-19,2024-03-27,ETH,0.00271664,9.36,9.41,0.05,0.23,-0.18,USD
2021-09-20,2024-03-27,ETH,0.00252009,7.88,8.73,0.85,0.2,0.65,USD
2021-09-21,2024-03-27,ETH,0.00258162,7.88,8.94,1.06,0.2,0.86,USD
2021-09-21,2024-03-27,ETH,0.00734939,20.54,25.47,4.93,0.57,4.36,USD
2021-07-28,2024-03-27,BTC,0.00106669,42.51,72.67,30.16,1.36,28.8,USD
2021-07-29,2024-03-27,BTC,0.00033232,13.3,22.64,9.34,0.42,8.92,USD
2021-07-30,2024-03-27,BTC,0.00033298,13.3,22.69,9.39,0.42,8.97,USD
2021-07-31,2024-03-27,BTC,0.00031929,13.3,21.75,8.45,0.41,8.04,USD
2021-08-01,2024-03-27,BTC,0.00031837,13.3,21.69,8.39,0.41,7.98,USD
2021-08-02,2024-03-27,BTC,0.00033019,13.3,22.5,9.2,0.42,8.78,USD
2021-08-02,2024-03-27,BTC,0.00067688,26.6,46.11,19.51,0.86,18.65,USD
2021-08-03,2024-03-27,BTC,0.00034455,13.3,23.47,10.17,0.43,9.74,USD
2021-08-04,2024-03-27,BTC,0.00035227,13.3,24,10.7,0.44,10.26,USD
2021-08-05,2024-03-27,BTC,0.00034271,13.3,23.35,10.05,0.43,9.62,USD
2021-08-06,2024-03-27,BTC,0.00032569,13.3,22.19,8.89,0.42,8.47,USD
2021-08-07,2024-03-27,BTC,0.00030816,13.3,20.99,7.69,0.41,7.28,USD
2021-08-08,2024-03-27,BTC,0.00029407,13.3,20.03,6.73,0.4,6.33,USD
2021-08-09,2024-03-27,BTC,0.00030564,13.3,20.82,7.52,0.4,7.12,USD
2021-08-10,2024-03-27,BTC,0.00029265,13.3,19.94,6.64,0.39,6.25,USD
2021-08-11,2024-03-27,BTC,0.00026571,12.31,18.1,5.79,0.36,5.43,USD
2021-08-12,2024-03-27,BTC,0.00027161,12.31,18.5,6.19,0.37,5.82,USD
2021-08-12,2024-03-27,BTC,0.00026817,11.82,18.27,6.45,0.35,6.1,USD
2021-08-13,2024-03-27,BTC,0.00026656,12.31,18.16,5.85,0.37,5.48,USD
2021-08-13,2024-03-27,BTC,0.00025397,11.82,17.3,5.48,0.35,5.13,USD
2021-08-14,2024-03-27,BTC,0.00024782,11.82,16.88,5.06,0.34,4.72,USD
2021-08-15,2024-03-27,BTC,0.00025834,11.82,17.6,5.78,0.35,5.43,USD
2021-08-16,2024-03-27,BTC,0.0002496,11.82,17,5.18,0.34,4.84,USD
2021-08-17,2024-03-27,BTC,0.00025728,11.82,17.53,5.71,0.35,5.36,USD
2021-08-18,2024-03-27,BTC,0.00026108,11.82,17.79,5.97,0.35,5.62,USD
2021-08-19,2024-03-27,BTC,0.00026654,11.83,18.16,6.33,0.35,5.98,USD
2021-08-20,2024-03-27,BTC,0.00025175,11.82,17.15,5.33,0.34,4.99,USD
2021-08-21,2024-03-27,BTC,0.00024146,11.82,16.45,4.63,0.34,4.29,USD
2021-08-22,2024-03-27,BTC,0.00024004,11.82,16.35,4.53,0.34,4.19,USD
2021-08-23,2024-03-27,BTC,0.00023578,11.82,16.06,4.24,0.33,3.91,USD
2021-08-24,2024-03-27,BTC,0.00023731,11.82,16.17,4.35,0.33,4.02,USD
2021-08-24,2024-03-27,BTC,0.00048643,23.64,33.14,9.5,0.69,8.81,USD
2021-08-24,2024-03-27,BTC,0.00048879,23.64,33.3,9.66,0.69,8.97,USD
2021-08-25,2024-03-27,BTC,0.00024535,11.82,16.72,4.9,0.34,4.56,USD
2021-08-25,2024-03-27,BTC,0.000494,23.64,33.66,10.02,0.69,9.33,USD
2021-08-26,2024-03-27,BTC,0.00025161,11.82,17.14,5.32,0.34,4.98,USD
2021-08-26,2024-03-27,BTC,0.00050108,23.64,34.14,10.5,0.7,9.8,USD
2021-08-27,2024-03-27,BTC,0.00024877,11.82,16.95,5.13,0.34,4.79,USD
2021-08-28,2024-03-27,BTC,0.00024132,11.82,16.44,4.62,0.34,4.28,USD
2021-08-29,2024-03-27,BTC,0.00024332,11.82,16.58,4.76,0.34,4.42,USD
2021-08-30,2024-03-27,BTC,0.00024652,11.82,16.8,4.98,0.34,4.64,USD
2021-08-31,2024-03-27,BTC,0.00024698,11.82,16.83,5.01,0.34,4.67,USD
2021-09-01,2024-03-27,BTC,0.00025006,11.82,17.04,5.22,0.34,4.88,USD
2021-09-02,2024-03-27,BTC,0.00023692,11.82,16.14,4.32,0.34,3.98,USD
2021-09-03,2024-03-27,BTC,0.00023963,11.82,16.33,4.51,0.34,4.17,USD
2021-09-04,2024-03-27,BTC,0.00023526,11.82,16.03,4.21,0.33,3.88,USD
2021-09-05,2024-03-27,BTC,0.00020287,10.18,13.82,3.64,0.32,3.32,USD
2024-03-27,2024-08-06,USDC,375,377,373.07,-3.93,0,-3.93,USD
2024-03-27,2024-08-06,USDC,125,125.67,124.36,-1.31,0,-1.31,USD
2024-03-27,2024-09-07,USDC,125,125.67,124.1,-1.57,0,-1.57,USD
2024-03-27,2024-09-07,USDC,325,326.74,322.65,-4.09,0,-4.09,USD
2024-03-27,2024-09-07,USDC,50,50.27,49.64,-0.63,0,-0.63,USD
2021-09-05,2024-11-26,BTC,0.00003404,8.49,3.16,-5.33,0.16,-5.49,USD
2021-09-06,2024-11-26,BTC,0.00022817,59.11,21.18,-37.93,1.1,-39.03,USD
2021-09-06,2024-11-26,BTC,0.00025932,66.49,24.07,-42.42,1.24,-43.66,USD
2021-09-07,2024-11-26,BTC,0.00025373,66.49,23.55,-42.94,1.24,-44.18,USD
2021-09-07,2024-11-26,BTC,0.00038323,98.52,35.58,-62.94,1.83,-64.77,USD
2021-09-07,2024-11-26,BTC,0.00142052,362.01,131.87,-230.14,6.81,-236.95,USD
2021-09-07,2024-11-26,BTC,0.00138817,353.22,128.86,-224.36,6.66,-231.02,USD
2021-09-07,2024-11-26,BTC,0.00154347,377.01,143.28,-233.73,7.15,-240.88,USD
2021-09-07,2024-11-26,BTC,0.00042166,98.52,39.14,-59.38,1.86,-61.24,USD
2021-09-08,2024-11-26,BTC,0.0002927,66.49,27.17,-39.32,1.27,-40.59,USD
2021-09-08,2024-11-26,BTC,0.00063889,147.75,59.31,-88.44,2.83,-91.27,USD
2021-09-09,2024-11-26,BTC,0.0002878,66.5,26.72,-39.78,1.26,-41.04,USD
2021-09-10,2024-11-26,BTC,0.00028845,66.49,26.78,-39.71,1.27,-40.98,USD
2021-09-10,2024-11-26,BTC,0.00064954,147.76,60.3,-87.46,2.83,-90.29,USD
2021-09-10,2024-11-26,BTC,0.00066727,147.76,61.94,-85.82,2.85,-88.67,USD
2021-09-11,2024-11-26,BTC,0.00029591,66.5,27.47,-39.03,1.27,-40.3,USD
2021-09-12,2024-11-26,BTC,0.00029472,66.5,27.36,-39.14,1.27,-40.41,USD
2021-09-13,2024-11-26,BTC,0.00030004,66.5,27.85,-38.65,1.27,-39.92,USD
2021-09-14,2024-11-26,BTC,0.00029099,66.5,27.01,-39.49,1.27,-40.76,USD
2021-09-15,2024-11-26,BTC,0.00028207,66.5,26.18,-40.32,1.26,-41.58,USD
2021-09-16,2024-11-26,BTC,0.00027464,66.5,25.49,-41.01,1.25,-42.26,USD
2021-09-17,2024-11-26,BTC,0.00027771,66.5,25.78,-40.72,1.25,-41.97,USD
2021-09-18,2024-11-26,BTC,0.00016577,-2070.43,15.4,2085.83,0.78,2085.05,USD
2021-09-21,2024-11-28,ETH,0.00672273,18.82,23.95,5.13,0.52,4.61,USD
2021-09-22,2024-11-28,ETH,0.00267359,7.88,9.52,1.64,0.21,1.43,USD
2021-09-23,2024-11-28,ETH,0.00250457,7.88,8.92,1.04,0.2,0.84,USD
2021-09-24,2024-11-28,ETH,0.00254183,7.88,9.05,1.17,0.21,0.96,USD
2021-09-24,2024-11-28,ETH,0.00337966,9.85,12.04,2.19,0.27,1.92,USD
2021-09-24,2024-11-28,ETH,0.00335521,9.85,11.95,2.1,0.27,1.83,USD
2021-09-25,2024-11-28,ETH,0.00272116,7.88,9.69,1.81,0.21,1.6,USD
2021-09-26,2024-11-28,ETH,0.00280692,7.88,10,2.12,0.22,1.9,USD
2021-09-27,2024-11-28,ETH,0.00253873,7.88,9.04,1.16,0.21,0.95,USD
2021-09-28,2024-11-28,ETH,0.00271749,7.88,9.68,1.8,0.21,1.59,USD
2021-09-29,2024-11-28,ETH,0.00269881,7.88,9.61,1.73,0.21,1.52,USD
2021-09-29,2024-11-28,ETH,0.00697367,19.7,24.84,5.14,0.54,4.6,USD
2021-09-30,2024-11-28,ETH,0.00262615,7.88,9.35,1.47,0.21,1.26,USD
2021-10-01,2024-11-28,ETH,0.00253952,7.88,9.05,1.17,0.2,0.97,USD
2021-10-02,2024-11-28,ETH,0.00239298,7.88,8.52,0.64,0.2,0.44,USD
2021-10-03,2024-11-28,ETH,0.00231793,7.88,8.26,0.38,0.2,0.18,USD
2021-10-04,2024-11-28,ETH,0.00232694,7.88,8.29,0.41,0.2,0.21,USD
2021-10-05,2024-11-28,ETH,0.0023225,7.88,8.27,0.39,0.2,0.19,USD
2021-10-06,2024-11-28,ETH,0.0022872,7.88,8.15,0.27,0.2,0.07,USD
2021-10-07,2024-11-28,ETH,0.00218649,7.88,7.79,-0.09,0.19,-0.28,USD
2021-10-08,2024-11-28,ETH,0.00218671,7.88,7.79,-0.09,0.19,-0.28,USD
2021-10-09,2024-11-28,ETH,0.00218215,7.88,7.77,-0.11,0.19,-0.3,USD
2021-10-10,2024-11-28,ETH,0.00219752,7.88,7.83,-0.05,0.19,-0.24,USD
2021-10-11,2024-11-28,ETH,0.00219419,7.88,7.82,-0.06,0.19,-0.25,USD
2021-10-12,2024-11-28,ETH,0.00226063,7.88,8.05,0.17,0.19,-0.02,USD
2021-10-13,2024-11-28,ETH,0.00229897,7.88,8.19,0.31,0.2,0.11,USD
2021-10-14,2024-11-28,ETH,0.00216809,7.88,7.72,-0.16,0.19,-0.35,USD
2021-10-15,2024-11-28,ETH,0.00207582,7.88,7.39,-0.49,0.19,-0.68,USD
2021-10-16,2024-11-28,ETH,0.00205158,7.88,7.31,-0.57,0.19,-0.76,USD
2021-10-16,2024-11-28,ETH,0.00152731,5.91,5.44,-0.47,0.15,-0.62,USD
2021-10-16,2024-11-28,ETH,0.00127018,4.93,4.52,-0.41,0.11,-0.52,USD
2021-10-17,2024-11-28,ETH,0.00125923,4.93,4.49,-0.44,0.11,-0.55,USD
2021-10-18,2024-11-28,ETH,0.00127316,4.93,4.53,-0.4,0.11,-0.51,USD
2021-10-19,2024-11-28,ETH,0.00129692,4.93,4.62,-0.31,0.12,-0.43,USD
2021-10-20,2024-11-28,ETH,0.00127907,4.93,4.56,-0.37,0.11,-0.48,USD
2021-10-21,2024-11-28,ETH,0.00141654,5.91,5.05,-0.86,0.14,-1,USD
2021-10-22,2024-11-28,ETH,0.00142084,5.91,5.06,-0.85,0.14,-0.99,USD
2021-10-23,2024-11-28,ETH,0.00147023,5.91,5.24,-0.67,0.14,-0.81,USD
2021-10-24,2024-11-28,ETH,0.0014407,5.91,5.13,-0.78,0.14,-0.92,USD
2021-10-25,2024-11-28,ETH,0.00142502,5.91,5.08,-0.83,0.14,-0.97,USD
2021-10-26,2024-11-28,ETH,0.00140089,5.91,4.99,-0.92,0.14,-1.06,USD
2021-10-27,2024-11-28,ETH,0.00146392,5.91,5.21,-0.7,0.14,-0.84,USD
2021-10-28,2024-11-28,ETH,0.00145772,5.91,5.19,-0.72,0.14,-0.86,USD
2021-10-29,2024-11-28,ETH,0.00135745,5.91,4.84,-1.07,0.14,-1.21,USD
2021-10-30,2024-11-28,ETH,0.00135591,5.91,4.83,-1.08,0.14,-1.22,USD
2021-10-31,2024-11-28,ETH,0.00138102,5.91,4.92,-0.99,0.14,-1.13,USD
2021-11-01,2024-11-28,ETH,0.00136244,5.91,4.85,-1.06,0.14,-1.2,USD
2021-11-02,2024-11-28,ETH,0.00135626,5.91,4.83,-1.08,0.14,-1.22,USD
2021-11-03,2024-11-28,ETH,0.00128366,5.91,4.57,-1.34,0.14,-1.48,USD
2021-11-04,2024-11-28,ETH,0.00130671,5.91,4.65,-1.26,0.14,-1.4,USD
2021-11-05,2024-11-28,ETH,0.0012994,5.91,4.63,-1.28,0.14,-1.42,USD
2021-11-06,2024-11-28,ETH,0.00131808,5.91,4.69,-1.22,0.14,-1.36,USD
2021-11-07,2024-11-28,ETH,0.00129734,5.91,4.62,-1.29,0.14,-1.43,USD
2021-11-08,2024-11-28,ETH,0.00124808,5.91,4.45,-1.46,0.14,-1.6,USD
2021-11-09,2024-11-28,ETH,0.00122583,5.91,4.37,-1.54,0.14,-1.68,USD
2021-11-10,2024-11-28,ETH,0.00125286,5.91,4.46,-1.45,0.14,-1.59,USD
2021-11-11,2024-11-28,ETH,0.00124519,5.91,4.44,-1.47,0.14,-1.61,USD
2021-11-12,2024-11-28,ETH,0.00126472,5.91,4.5,-1.41,0.14,-1.55,USD
2021-11-13,2024-11-28,ETH,0.00128244,5.91,4.57,-1.34,0.14,-1.48,USD
2021-11-14,2024-11-28,ETH,0.00128924,5.91,4.59,-1.32,0.14,-1.46,USD
2021-11-15,2024-11-28,ETH,0.00125259,5.91,4.46,-1.45,0.14,-1.59,USD
2021-11-16,2024-11-28,ETH,0.00228593,9.85,8.14,-1.71,0.23,-1.94,USD
2021-11-16,2024-11-28,ETH,0.00137553,5.91,4.9,-1.01,0.14,-1.15,USD
2021-11-17,2024-11-28,ETH,0.00142296,5.91,5.07,-0.84,0.14,-0.98,USD
2021-11-18,2024-11-28,ETH,0.00140082,5.91,4.99,-0.92,0.14,-1.06,USD
2021-11-19,2024-11-28,ETH,0.00141948,5.91,5.06,-0.85,0.14,-0.99,USD
2021-11-20,2024-11-28,ETH,0.0013729,5.91,4.89,-1.02,0.14,-1.16,USD
2021-11-21,2024-11-28,ETH,0.00135836,5.91,4.84,-1.07,0.14,-1.21,USD
2021-11-22,2024-11-28,ETH,0.00140859,5.91,5.02,-0.89,0.14,-1.03,USD
2021-11-23,2024-11-28,ETH,0.00143168,5.91,5.1,-0.81,0.14,-0.95,USD
2021-11-23,2024-11-28,ETH,0.00601421,25.21,21.41,-3.8,0.57,-4.37,USD
2021-11-23,2024-12-05,ETH,0.01497956,62.71,58.04,-4.67,1.53,-6.2,USD
2021-11-24,2024-12-05,ETH,0.00136631,5.91,5.29,-0.62,0.14,-0.76,USD
2021-11-25,2024-12-05,ETH,0.00137798,5.91,5.34,-0.57,0.14,-0.71,USD
2021-11-26,2024-12-05,ETH,0.00144728,5.91,5.61,-0.3,0.15,-0.45,USD
2021-11-26,2024-12-05,ETH,0.00486966,19.7,18.87,-0.83,0.49,-1.32,USD
2021-11-27,2024-12-05,ETH,0.00141721,5.91,5.49,-0.42,0.14,-0.56,USD
2021-11-28,2024-12-05,ETH,0.0014548,5.91,5.64,-0.27,0.15,-0.42,USD
2021-11-29,2024-12-05,ETH,0.00136278,5.91,5.28,-0.63,0.14,-0.77,USD
2021-11-30,2024-12-05,ETH,0.00132721,5.91,5.14,-0.77,0.14,-0.91,USD
2021-12-01,2024-12-05,ETH,0.00125389,5.91,4.86,-1.05,0.14,-1.19,USD
2021-12-02,2024-12-05,ETH,0.00128607,5.91,4.98,-0.93,0.14,-1.07,USD
2021-12-03,2024-12-05,ETH,0.00129623,5.91,5.02,-0.89,0.14,-1.03,USD
2021-12-04,2024-12-05,ETH,0.00149807,5.91,5.8,-0.11,0.15,-0.26,USD
2021-12-05,2024-12-05,ETH,0.00238709,9.85,9.25,-0.6,0.24,-0.84,USD
2021-12-05,2024-12-05,ETH,0.00139885,5.91,5.42,-0.49,0.14,-0.63,USD
2021-12-06,2024-12-05,ETH,0.00242183,9.85,9.38,-0.47,0.24,-0.71,USD
2021-12-06,2024-12-05,ETH,0.00146348,5.91,5.67,-0.24,0.15,-0.39,USD
2021-12-07,2024-12-05,ETH,0.00133726,5.91,5.18,-0.73,0.14,-0.87,USD
2021-12-07,2024-12-05,ETH,0.00179023,7.88,6.94,-0.94,0.19,-1.13,USD
2021-12-08,2024-12-05,ETH,0.00179925,7.88,6.97,-0.91,0.19,-1.1,USD
2021-12-09,2024-12-05,ETH,0.00181531,7.88,7.03,-0.85,0.19,-1.04,USD
2021-12-10,2024-12-05,ETH,0.00192936,7.88,7.48,-0.4,0.2,-0.6,USD
2021-12-11,2024-12-05,ETH,0.00120244,4.82,4.67,-0.15,0.12,-0.27,USD
2021-09-18,2024-12-05,BTC,0.00010782,26.21,10.78,-15.43,0.5,-15.93,USD
2021-09-19,2024-12-05,BTC,0.00027652,66.5,27.64,-38.86,1.27,-40.13,USD
2021-09-20,2024-12-05,BTC,0.00043902,98.48,43.88,-54.6,1.95,-56.55,USD
2021-09-20,2024-12-05,BTC,0.00026333,59.12,26.32,-32.8,1.14,-33.94,USD
2021-09-20,2024-12-05,BTC,0.00045005,98.48,44.99,-53.49,1.96,-55.45,USD
2021-09-21,2024-12-05,BTC,0.0002735,59.12,27.34,-31.78,1.15,-32.93,USD
2021-09-21,2024-12-05,BTC,0.00046048,98.48,46.03,-52.45,1.97,-54.42,USD
2021-09-21,2024-12-05,BTC,0.00047801,98.48,47.78,-50.7,1.99,-52.69,USD
2021-09-22,2024-12-05,BTC,0.00027752,59.12,27.74,-31.38,1.15,-32.53,USD
2021-09-23,2024-12-05,BTC,0.00026712,59.12,26.7,-32.42,1.14,-33.56,USD
2021-09-24,2024-12-05,BTC,0.0002625,59.12,26.24,-32.88,1.14,-34.02,USD
2021-09-24,2024-12-05,BTC,0.00045653,98.47,45.63,-52.84,1.97,-54.81,USD
2021-09-24,2024-12-05,BTC,0.00005623,-702.16,5.63,707.79,0.23,707.56,USD
2024-03-27,2024-12-05,USDC,200,201.07,198.61,-2.46,0,-2.46,USD
2024-03-27,2024-12-19,USDC,100,100.54,99.3,-1.24,0,-1.24,USD
2024-03-27,2024-12-20,USDC,100,100.53,99.31,-1.22,0,-1.22,USD
